sigungu,sigungu_code,dong,dong_code,boundary_wkt,admin_dong_code,gu_code
서초구,11220,반포2동,1122058,"POLYGON ((126.99804297072596 37.5129396612835, 127.0031594358826 37.50220792443068, 127.00505388111766 37.49914077747473, 126.99280810942619 37.49535122909258, 126.98984815732794 37.49543063072423, 126.9899353890095 37.49580403496503, 126.99500414982509 37.50009542123427, 126.99472022092728 37.50435142030156, 126.99148001917875 37.50990503427709, 126.99804297072596 37.5129396612835))",1165057000,11650
서초구,11220,반포1동,1122057,"POLYGON ((127.02245373407158 37.508002078676576, 127.02657410782747 37.50176795282692, 127.02659989308502 37.50171416311321, 127.0144851182109 37.49656589001244, 127.01112805225623 37.504611045572915, 127.0137942031517 37.505368036653536, 127.02245373407158 37.508002078676576))",1165056000,11650
서초구,11220,반포본동,1122056,"POLYGON ((126.99148001917875 37.50990503427709, 126.99472022092728 37.50435142030156, 126.99500414982509 37.50009542123427, 126.9899353890095 37.49580403496503, 126.9832495184969 37.49948552591205, 126.98223807916081 37.509314966770326, 126.98458580602838 37.51070333105394, 126.99148001917875 37.50990503427709))",1165055000,11650
서초구,11220,잠원동,1122055,"POLYGON ((127.01397119667513 37.52503988289669, 127.01917707838057 37.520085205855196, 127.02161856434614 37.513416422499084, 127.02245373407158 37.508002078676576, 127.0137942031517 37.505368036653536, 127.01099709850469 37.51284317742507, 127.00652968936647 37.51745900392613, 127.01007476999547 37.52178749847865, 127.01397119667513 37.52503988289669))",1165054000,11650
서초구,11220,서초4동,1122054,"POLYGON ((127.0144851182109 37.49656589001244, 127.02659989308502 37.50171416311321, 127.02973923489684 37.49515937670812, 127.02338041637414 37.493204693100644, 127.01786538558227 37.49151341708397, 127.01455292676967 37.496242894198296, 127.0144851182109 37.49656589001244))",1165053100,11650
서초구,11220,서초3동,1122053,"POLYGON ((127.01455292676967 37.496242894198296, 127.01786538558227 37.49151341708397, 127.01703724788821 37.48440211604317, 127.02193521391702 37.474067716833154, 127.01241251373114 37.46945266650744, 127.00425350496688 37.47948911528557, 127.0028991124446 37.48711641458056, 127.00236954846237 37.48914136388378, 127.00760224649255 37.494135920600236, 127.01455292676967 37.496242894198296))",1165053000,11650
서초구,11220,서초2동,1122052,"POLYGON ((127.02338041637414 37.493204693100644, 127.02973923489684 37.49515937670812, 127.03372770134304 37.48673420790798, 127.03621915098798 37.48175802427603, 127.03462716684471 37.478201066805696, 127.02911870203953 37.477701177812094, 127.02338041637414 37.493204693100644))",1165052000,11650
서초구,11220,서초1동,1122051,"POLYGON ((127.02338041637414 37.493204693100644, 127.02911870203953 37.477701177812094, 127.02193521391702 37.474067716833154, 127.01703724788821 37.48440211604317, 127.01786538558227 37.49151341708397, 127.02338041637414 37.493204693100644))",1165051000,11650
관악구,11210,미성동,1121083,"POLYGON ((126.92366817374759 37.480315798763726, 126.92627105886075 37.47435839005767, 126.91753462536707 37.468838192878735, 126.91717646453112 37.46334765487695, 126.91584245173756 37.462474576247985, 126.91452958751441 37.46286896301693, 126.91449316124319 37.46320234569859, 126.91032166997253 37.469818629944285, 126.91405961426707 37.47416764846582, 126.91181700249076 37.47814319736339, 126.91663244469753 37.47900792984755, 126.92366817374759 37.480315798763726))",1162076500,11620
관악구,11210,삼성동,1121082,"POLYGON ((126.93150707417718 37.47224181631584, 126.93623468957882 37.46898763955797, 126.9336695597905 37.46437446579584, 126.9406917114451 37.456467201499365, 126.93771961177886 37.44904524399294, 126.93312071245121 37.44501071260275, 126.93084408056525 37.447382928333994, 126.92456266203958 37.45443912781728, 126.92507406339945 37.460652610833634, 126.92834225100269 37.46529429742188, 126.92868677638837 37.47165351482308, 126.93150707417718 37.47224181631584))",1162074500,11620
관악구,11210,난곡동,1121081,"POLYGON ((126.92868677638837 37.47165351482308, 126.92834225100269 37.46529429742188, 126.92507406339945 37.460652610833634, 126.9214172035141 37.46364576749363, 126.91717646453112 37.46334765487695, 126.91753462536707 37.468838192878735, 126.92627105886075 37.47435839005767, 126.92868677638837 37.47165351482308))",1162077500,11620
관악구,11210,청룡동,1121080,"POLYGON ((126.94843404003258 37.47916653757164, 126.95486260308485 37.47848758271348, 126.95463206413926 37.468291186895485, 126.94864194254508 37.46993874127806, 126.94157462093705 37.475308696677835, 126.93783121002242 37.47862191982366, 126.93995045573277 37.48130132208863, 126.94843404003258 37.47916653757164))",1162059500,11620
관악구,11210,성현동,1121079,"POLYGON ((126.94948930121375 37.49110468547788, 126.95820407502991 37.488777541288265, 126.95899200969909 37.48357283130852, 126.95840177488707 37.48285932958326, 126.94904937323066 37.484125151160704, 126.94548449596635 37.48927722719803, 126.94948930121375 37.49110468547788))",1162056500,11620
관악구,11210,은천동,1121078,"POLYGON ((126.94548449596635 37.48927722719803, 126.94904937323066 37.484125151160704, 126.94843404003258 37.47916653757164, 126.93995045573277 37.48130132208863, 126.93629695726236 37.48203090419261, 126.93700566908628 37.483591621156734, 126.94142524558711 37.48340308135729, 126.94160536109705 37.4880711782804, 126.94374246925278 37.4894470145028, 126.94548449596635 37.48927722719803))",1162060500,11620
관악구,11210,대학동,1121073,"POLYGON ((126.94864194254508 37.46993874127806, 126.95463206413926 37.468291186895485, 126.95826655018382 37.4630546451078, 126.9576012005446 37.45976562808594, 126.96262889724737 37.45293309822277, 126.96782129382363 37.45222400270952, 126.97182506025071 37.446695966937014, 126.97079559323022 37.443979969069225, 126.96650852936277 37.44276983031553, 126.96520439085143 37.438249784006246, 126.95527369898224 37.43673711968809, 126.9415292183489 37.43315139671158, 126.9405640311191 37.437501011208845, 126.93312955918624 37.44290014710262, 126.93312071245121 37.44501071260275, 126.93771961177886 37.44904524399294, 126.9406917114451 37.456467201499365, 126.9336695597905 37.46437446579584, 126.93623468957882 37.46898763955797, 126.94888731158804 37.4672400375083, 126.94864194254508 37.46993874127806))",1162073500,11620
관악구,11210,조원동,1121072,"POLYGON ((126.9154171284617 37.48444210787001, 126.91663244469753 37.47900792984755, 126.91181700249076 37.47814319736339, 126.90156094129895 37.47753842789901, 126.90531975801812 37.48218087575429, 126.9154171284617 37.48444210787001))",1162072500,11620
관악구,11210,난향동,1121071,"POLYGON ((126.91584245173756 37.462474576247985, 126.91717646453112 37.46334765487695, 126.9214172035141 37.46364576749363, 126.92507406339945 37.460652610833634, 126.92456266203958 37.45443912781728, 126.92050446420534 37.454353860718314, 126.91624482176803 37.455284025751276, 126.91584245173756 37.462474576247985))",1162071500,11620
관악구,11210,신림동,1121069,"POLYGON ((126.92639563063156 37.48715979752876, 126.93700566908628 37.483591621156734, 126.93629695726236 37.48203090419261, 126.9287559525669 37.48102787615792, 126.92827543846315 37.48097491535272, 126.92098483505987 37.486757150185284, 126.92639563063156 37.48715979752876))",1162069500,11620
관악구,11210,신사동,1121068,"POLYGON ((126.92098483505987 37.486757150185284, 126.92827543846315 37.48097491535272, 126.92366817374759 37.480315798763726, 126.91663244469753 37.47900792984755, 126.9154171284617 37.48444210787001, 126.91806236300178 37.485957329102675, 126.92098483505987 37.486757150185284))",1162068500,11620
관악구,11210,서림동,1121066,"POLYGON ((126.94157462093705 37.475308696677835, 126.94864194254508 37.46993874127806, 126.94888731158804 37.4672400375083, 126.93623468957882 37.46898763955797, 126.93150707417718 37.47224181631584, 126.93230582266611 37.47253628216111, 126.94157462093705 37.475308696677835))",1162066500,11620
관악구,11210,신원동,1121065,"POLYGON ((126.92827543846315 37.48097491535272, 126.9287559525669 37.48102787615792, 126.93276344865072 37.47585487860335, 126.93230582266611 37.47253628216111, 126.93150707417718 37.47224181631584, 126.92868677638837 37.47165351482308, 126.92627105886075 37.47435839005767, 126.92366817374759 37.480315798763726, 126.92827543846315 37.48097491535272))",1162065500,11620
관악구,11210,서원동,1121064,"POLYGON ((126.93629695726236 37.48203090419261, 126.93995045573277 37.48130132208863, 126.93783121002242 37.47862191982366, 126.94157462093705 37.475308696677835, 126.93230582266611 37.47253628216111, 126.93276344865072 37.47585487860335, 126.9287559525669 37.48102787615792, 126.93629695726236 37.48203090419261))",1162064500,11620
관악구,11210,남현동,1121063,"POLYGON ((126.98367668291802 37.473856492692086, 126.9846374349825 37.46996301876212, 126.99026416700147 37.46271603227842, 126.99072073195462 37.455326143310025, 126.98484249930785 37.45391909788938, 126.9829408096241 37.450206782833206, 126.97608193440507 37.44478918862847, 126.97079559323022 37.443979969069225, 126.97182506025071 37.446695966937014, 126.96782129382363 37.45222400270952, 126.9725725256628 37.45825824403714, 126.96663106925918 37.464747929889235, 126.9726936797238 37.46575239861487, 126.9725891850662 37.472561363278125, 126.98367668291802 37.473856492692086))",1162063000,11620
관악구,11210,인헌동,1121062,"POLYGON ((126.9725891850662 37.472561363278125, 126.9726936797238 37.46575239861487, 126.96663106925918 37.464747929889235, 126.96348560150876 37.472540374421925, 126.96440767194494 37.47478246235102, 126.9725891850662 37.472561363278125))",1162062500,11620
관악구,11210,중앙동,1121061,"POLYGON ((126.94904937323066 37.484125151160704, 126.95840177488707 37.48285932958326, 126.95486260308485 37.47848758271348, 126.94843404003258 37.47916653757164, 126.94904937323066 37.484125151160704))",1162061500,11620
관악구,11210,낙성대동,1121058,"POLYGON ((126.96440767194494 37.47478246235102, 126.96348560150876 37.472540374421925, 126.96663106925918 37.464747929889235, 126.9725725256628 37.45825824403714, 126.96782129382363 37.45222400270952, 126.96262889724737 37.45293309822277, 126.9576012005446 37.45976562808594, 126.95826655018382 37.4630546451078, 126.95463206413926 37.468291186895485, 126.95486260308485 37.47848758271348, 126.96440767194494 37.47478246235102))",1162058500,11620
관악구,11210,행운동,1121057,"POLYGON ((126.95840177488707 37.48285932958326, 126.95899200969909 37.48357283130852, 126.96424614800331 37.48243279750552, 126.96741939434126 37.47675795377249, 126.9722855254835 37.473818610325516, 126.9725891850662 37.472561363278125, 126.96440767194494 37.47478246235102, 126.95486260308485 37.47848758271348, 126.95840177488707 37.48285932958326))",1162057500,11620
관악구,11210,청림동,1121054,"POLYGON ((126.9633360846239 37.48975425292044, 126.96424614800331 37.48243279750552, 126.95899200969909 37.48357283130852, 126.95820407502991 37.488777541288265, 126.9633360846239 37.48975425292044))",1162054500,11620
관악구,11210,보라매동,1121052,"POLYGON ((126.94160536109705 37.4880711782804, 126.94142524558711 37.48340308135729, 126.93700566908628 37.483591621156734, 126.92639563063156 37.48715979752876, 126.93196490106226 37.49119599414282, 126.94160536109705 37.4880711782804))",1162052500,11620
동작구,11200,사당2동,1120073,"POLYGON ((126.98223807916081 37.509314966770326, 126.9832495184969 37.49948552591205, 126.9899353890095 37.49580403496503, 126.98984815732794 37.49543063072423, 126.98500224966135 37.49356837311327, 126.98475158894651 37.48808652542345, 126.9841829418739 37.48258040500068, 126.9812760922755 37.48158503246879, 126.97468559590764 37.489018883712056, 126.96507539174426 37.4917510491732, 126.96326759412752 37.49497584406339, 126.97352235482461 37.50130401679606, 126.97769265152034 37.509493178459635, 126.98223807916081 37.509314966770326))",1159063000,11590
동작구,11200,노량진1동,1120072,"POLYGON ((126.95249990298159 37.51722500741813, 126.95929599173525 37.51261154384949, 126.96450013511185 37.51055517949577, 126.95607471298464 37.50488702954205, 126.9524119824033 37.50499168222976, 126.94161406691951 37.50272002191596, 126.94233719296264 37.51044452347608, 126.94057860663652 37.51398774997332, 126.95249990298159 37.51722500741813))",1159051000,11590
동작구,11200,흑석동,1120071,"POLYGON ((126.97769265152034 37.509493178459635, 126.97352235482461 37.50130401679606, 126.96326759412752 37.49497584406339, 126.95885107914215 37.49640562627606, 126.95607471298464 37.50488702954205, 126.96450013511185 37.51055517949577, 126.97769265152034 37.509493178459635))",1159060500,11590
동작구,11200,신대방2동,1120070,"POLYGON ((126.9306798267766 37.496062300059975, 126.93196490106226 37.49119599414282, 126.92639563063156 37.48715979752876, 126.92098483505987 37.486757150185284, 126.91806236300178 37.485957329102675, 126.9163327240052 37.493780190159484, 126.92232549303954 37.49571954778746, 126.9306798267766 37.496062300059975))",1159068000,11590
동작구,11200,신대방1동,1120069,"POLYGON ((126.9115445390681 37.489781880538914, 126.9163327240052 37.493780190159484, 126.91806236300178 37.485957329102675, 126.9154171284617 37.48444210787001, 126.90531975801812 37.48218087575429, 126.90842351049845 37.48612122533977, 126.9115445390681 37.489781880538914))",1159067000,11590
동작구,11200,대방동,1120068,"POLYGON ((126.92810628828279 37.51329595732015, 126.93513436872607 37.51296228521225, 126.9373523083729 37.50423778061999, 126.93476001096774 37.50128548664937, 126.93072754309482 37.500649786296584, 126.9306798267766 37.496062300059975, 126.92232549303954 37.49571954778746, 126.92292130935361 37.49859475197651, 126.92749463764046 37.50985955934051, 126.92725960303925 37.51209836265926, 126.92810628828279 37.51329595732015))",1159066000,11590
동작구,11200,사당5동,1120067,"POLYGON ((126.96432866918614 37.491349816621465, 126.96846511146462 37.48520049433315, 126.9729413956428 37.48197744738734, 126.96741939434126 37.47675795377249, 126.96424614800331 37.48243279750552, 126.9633360846239 37.48975425292044, 126.96432866918614 37.491349816621465))",1159065100,11590
동작구,11200,사당4동,1120066,"POLYGON ((126.97778490572908 37.48048020651007, 126.9722855254835 37.473818610325516, 126.96741939434126 37.47675795377249, 126.9729413956428 37.48197744738734, 126.97778490572908 37.48048020651007))",1159065000,11590
동작구,11200,사당3동,1120065,"POLYGON ((126.96507539174426 37.4917510491732, 126.97468559590764 37.489018883712056, 126.9812760922755 37.48158503246879, 126.97778490572908 37.48048020651007, 126.9729413956428 37.48197744738734, 126.96846511146462 37.48520049433315, 126.96432866918614 37.491349816621465, 126.96507539174426 37.4917510491732))",1159064000,11590
동작구,11200,사당1동,1120063,"POLYGON ((126.9812760922755 37.48158503246879, 126.9841829418739 37.48258040500068, 126.98367668291802 37.473856492692086, 126.9725891850662 37.472561363278125, 126.9722855254835 37.473818610325516, 126.97778490572908 37.48048020651007, 126.9812760922755 37.48158503246879))",1159062000,11590
동작구,11200,상도4동,1120056,"POLYGON ((126.94997534917675 37.496451263261406, 126.94948930121375 37.49110468547788, 126.94548449596635 37.48927722719803, 126.94374246925278 37.4894470145028, 126.9340403017511 37.49771360612141, 126.93845359692162 37.50046502168116, 126.9413811592556 37.49773736791307, 126.94997534917675 37.496451263261406))",1159056000,11590
동작구,11200,상도3동,1120055,"POLYGON ((126.93845359692162 37.50046502168116, 126.9340403017511 37.49771360612141, 126.94374246925278 37.4894470145028, 126.94160536109705 37.4880711782804, 126.93196490106226 37.49119599414282, 126.9306798267766 37.496062300059975, 126.93072754309482 37.500649786296584, 126.93476001096774 37.50128548664937, 126.93845359692162 37.50046502168116))",1159055000,11590
동작구,11200,상도2동,1120054,"POLYGON ((126.94161406691951 37.50272002191596, 126.9524119824033 37.50499168222976, 126.94773783636064 37.50021910188897, 126.94997534917675 37.496451263261406, 126.9413811592556 37.49773736791307, 126.93845359692162 37.50046502168116, 126.93476001096774 37.50128548664937, 126.9373523083729 37.50423778061999, 126.94161406691951 37.50272002191596))",1159054000,11590
동작구,11200,상도1동,1120053,"POLYGON ((126.9524119824033 37.50499168222976, 126.95607471298464 37.50488702954205, 126.95885107914215 37.49640562627606, 126.96326759412752 37.49497584406339, 126.96507539174426 37.4917510491732, 126.96432866918614 37.491349816621465, 126.9633360846239 37.48975425292044, 126.95820407502991 37.488777541288265, 126.94948930121375 37.49110468547788, 126.94997534917675 37.496451263261406, 126.94773783636064 37.50021910188897, 126.9524119824033 37.50499168222976))",1159053000,11590
동작구,11200,노량진2동,1120052,"POLYGON ((126.94057860663652 37.51398774997332, 126.94233719296264 37.51044452347608, 126.94161406691951 37.50272002191596, 126.9373523083729 37.50423778061999, 126.93513436872607 37.51296228521225, 126.94057860663652 37.51398774997332))",1159052000,11590
영등포구,11190,문래동,1119076,"POLYGON ((126.89434679089375 37.517936329456134, 126.90318876248057 37.51623597708425, 126.90595650913806 37.512129264672595, 126.90024970072872 37.508651264053526, 126.89506194948585 37.50665830681419, 126.88156402353862 37.513970034765684, 126.88189648445959 37.5185794999475, 126.89434679089375 37.517936329456134))",1156060500,11560
영등포구,11190,도림동,1119075,"POLYGON ((126.91238867574337 37.50790341847211, 126.90031162921845 37.50253058714012, 126.89723167926884 37.50534888356761, 126.89506194948585 37.50665830681419, 126.90024970072872 37.508651264053526, 126.90447916191613 37.50678395238362, 126.90971834732278 37.509553173024216, 126.91238867574337 37.50790341847211))",1156058500,11560
영등포구,11190,영등포동,1119074,"POLYGON ((126.91529490742654 37.52161528298722, 126.9195863311316 37.516647135051095, 126.91875018253891 37.51465398520624, 126.9087446201612 37.51366001110295, 126.90595650913806 37.512129264672595, 126.90318876248057 37.51623597708425, 126.90492891259342 37.52332119911818, 126.91240657404029 37.52352906692572, 126.91529490742654 37.52161528298722))",1156053500,11560
영등포구,11190,영등포본동,1119073,"POLYGON ((126.90595650913806 37.512129264672595, 126.9087446201612 37.51366001110295, 126.91875018253891 37.51465398520624, 126.92093526536681 37.511422824115094, 126.91582906104041 37.50858070360255, 126.91238867574337 37.50790341847211, 126.90971834732278 37.509553173024216, 126.90447916191613 37.50678395238362, 126.90024970072872 37.508651264053526, 126.90595650913806 37.512129264672595))",1156051500,11560
영등포구,11190,대림3동,1119072,"POLYGON ((126.89723167926884 37.50534888356761, 126.90031162921845 37.50253058714012, 126.90256960768151 37.50022429722764, 126.9058370630647 37.49448728474771, 126.90201988936221 37.492026046634635, 126.8974895759185 37.48922754431995, 126.89561850607332 37.494919707033155, 126.89594776782485 37.504675281309176, 126.89723167926884 37.50534888356761))",1156072000,11560
영등포구,11190,대림2동,1119071,"POLYGON ((126.8974895759185 37.48922754431995, 126.90201988936221 37.492026046634635, 126.90842351049845 37.48612122533977, 126.90531975801812 37.48218087575429, 126.89965334502911 37.484789827364956, 126.8974895759185 37.48922754431995))",1156071000,11560
영등포구,11190,대림1동,1119070,"POLYGON ((126.91025958396753 37.49464345944196, 126.9115445390681 37.489781880538914, 126.90842351049845 37.48612122533977, 126.90201988936221 37.492026046634635, 126.9058370630647 37.49448728474771, 126.91025958396753 37.49464345944196))",1156070000,11560
영등포구,11190,신길7동,1119069,"POLYGON ((126.92725960303925 37.51209836265926, 126.92749463764046 37.50985955934051, 126.92292130935361 37.49859475197651, 126.91754848082671 37.5013900417839, 126.91821751806383 37.50284355014171, 126.92415760421663 37.50519728118446, 126.92725960303925 37.51209836265926))",1156069000,11560
영등포구,11190,신길6동,1119068,"POLYGON ((126.91754848082671 37.5013900417839, 126.92292130935361 37.49859475197651, 126.92232549303954 37.49571954778746, 126.9163327240052 37.493780190159484, 126.9115445390681 37.489781880538914, 126.91025958396753 37.49464345944196, 126.91230922114025 37.50081619356949, 126.91754848082671 37.5013900417839))",1156068000,11560
영등포구,11190,신길5동,1119067,"POLYGON ((126.91230922114025 37.50081619356949, 126.91025958396753 37.49464345944196, 126.9058370630647 37.49448728474771, 126.90256960768151 37.50022429722764, 126.91225382276667 37.50103128920818, 126.91230922114025 37.50081619356949))",1156067000,11560
영등포구,11190,신길4동,1119066,"POLYGON ((126.91238867574337 37.50790341847211, 126.91582906104041 37.50858070360255, 126.91821751806383 37.50284355014171, 126.91754848082671 37.5013900417839, 126.91230922114025 37.50081619356949, 126.91225382276667 37.50103128920818, 126.91238867574337 37.50790341847211))",1156066000,11560
영등포구,11190,신길3동,1119065,"POLYGON ((126.90031162921845 37.50253058714012, 126.91238867574337 37.50790341847211, 126.91225382276667 37.50103128920818, 126.90256960768151 37.50022429722764, 126.90031162921845 37.50253058714012))",1156065000,11560
영등포구,11190,신길1동,1119063,"POLYGON ((126.91875018253891 37.51465398520624, 126.9195863311316 37.516647135051095, 126.92810628828279 37.51329595732015, 126.92725960303925 37.51209836265926, 126.92415760421663 37.50519728118446, 126.91821751806383 37.50284355014171, 126.91582906104041 37.50858070360255, 126.92093526536681 37.511422824115094, 126.91875018253891 37.51465398520624))",1156063000,11560
영등포구,11190,양평2동,1119062,"POLYGON ((126.89884901883059 37.54351915927068, 126.90613928523919 37.54004262194344, 126.89623761041238 37.52641288576302, 126.89213569003026 37.52757969298779, 126.89339176028666 37.533030814524004, 126.88825757860099 37.54079733630232, 126.88736718003831 37.54350482420959, 126.89184663862764 37.547373974997114, 126.89884901883059 37.54351915927068))",1156062000,11560
영등포구,11190,양평1동,1119061,"POLYGON ((126.89213569003026 37.52757969298779, 126.89623761041238 37.52641288576302, 126.89434679089375 37.517936329456134, 126.88189648445959 37.5185794999475, 126.88191372979959 37.51939416754389, 126.88382776477316 37.52352483439659, 126.89057378109133 37.52792091672938, 126.89213569003026 37.52757969298779))",1156061000,11560
영등포구,11190,당산2동,1119056,"POLYGON ((126.90980671398273 37.53886879435198, 126.91045732281009 37.534772694841635, 126.91529490742654 37.52161528298722, 126.91240657404029 37.52352906692572, 126.90492891259342 37.52332119911818, 126.89623761041238 37.52641288576302, 126.90613928523919 37.54004262194344, 126.90980671398273 37.53886879435198))",1156056000,11560
영등포구,11190,당산1동,1119055,"POLYGON ((126.89623761041238 37.52641288576302, 126.90492891259342 37.52332119911818, 126.90318876248057 37.51623597708425, 126.89434679089375 37.517936329456134, 126.89623761041238 37.52641288576302))",1156055000,11560
영등포구,11190,여의동,1119054,"POLYGON ((126.91660453024498 37.537356735757825, 126.92756072062444 37.53502278894361, 126.93610231961364 37.533536049459336, 126.93918377413196 37.531505495586806, 126.94566733083212 37.526617542453366, 126.94843467030468 37.52453252611103, 126.95249990298159 37.51722500741813, 126.94057860663652 37.51398774997332, 126.93513436872607 37.51296228521225, 126.92810628828279 37.51329595732015, 126.9195863311316 37.516647135051095, 126.91529490742654 37.52161528298722, 126.91045732281009 37.534772694841635, 126.90980671398273 37.53886879435198, 126.91660453024498 37.537356735757825))",1156054000,11560
금천구,11180,시흥5동,1118061,"POLYGON ((126.91624482176803 37.455284025751276, 126.92050446420534 37.454353860718314, 126.91623048977463 37.45040788664923, 126.91455610652675 37.44572904043634, 126.92318732232543 37.44131494528283, 126.91731307133 37.43724513559761, 126.90541428634387 37.44462503407875, 126.90822392163314 37.450903268661136, 126.91624482176803 37.455284025751276))",1154571000,11545
금천구,11180,시흥4동,1118060,"POLYGON ((126.91452958751441 37.46286896301693, 126.91584245173756 37.462474576247985, 126.91624482176803 37.455284025751276, 126.90822392163314 37.450903268661136, 126.90645759578769 37.459485467495526, 126.91452958751441 37.46286896301693))",1154570000,11545
금천구,11180,시흥3동,1118059,"POLYGON ((126.90541428634387 37.44462503407875, 126.91731307133 37.43724513559761, 126.91082677485002 37.43100963341445, 126.90487628022693 37.43129996372531, 126.90081465102077 37.436498759868456, 126.90031753853916 37.441844173154756, 126.90541428634387 37.44462503407875))",1154569000,11545
금천구,11180,시흥2동,1118058,"POLYGON ((126.92050446420534 37.454353860718314, 126.92456266203958 37.45443912781728, 126.93084408056525 37.447382928333994, 126.92318732232543 37.44131494528283, 126.91455610652675 37.44572904043634, 126.91623048977463 37.45040788664923, 126.92050446420534 37.454353860718314))",1154568000,11545
금천구,11180,시흥1동,1118057,"POLYGON ((126.90083575184522 37.45658480873425, 126.90645759578769 37.459485467495526, 126.90822392163314 37.450903268661136, 126.90541428634387 37.44462503407875, 126.90031753853916 37.441844173154756, 126.89616541233094 37.44983024861048, 126.89519578428528 37.45455568795137, 126.90083575184522 37.45658480873425))",1154567000,11545
금천구,11180,독산4동,1118055,"POLYGON ((126.91032166997253 37.469818629944285, 126.91449316124319 37.46320234569859, 126.90887540243637 37.464609933141546, 126.899723499277 37.46370513249082, 126.90010255463336 37.468615371345656, 126.91032166997253 37.469818629944285))",1154564000,11545
금천구,11180,독산3동,1118054,"POLYGON ((126.90156094129895 37.47753842789901, 126.91181700249076 37.47814319736339, 126.91405961426707 37.47416764846582, 126.91032166997253 37.469818629944285, 126.90010255463336 37.468615371345656, 126.90104536043339 37.47614746588584, 126.90156094129895 37.47753842789901))",1154563000,11545
금천구,11180,독산2동,1118053,"POLYGON ((126.899723499277 37.46370513249082, 126.90887540243637 37.464609933141546, 126.91449316124319 37.46320234569859, 126.91452958751441 37.46286896301693, 126.90645759578769 37.459485467495526, 126.90083575184522 37.45658480873425, 126.899723499277 37.46370513249082))",1154562000,11545
금천구,11180,독산1동,1118052,"POLYGON ((126.89825969686503 37.4757468558901, 126.90104536043339 37.47614746588584, 126.90010255463336 37.468615371345656, 126.899723499277 37.46370513249082, 126.90083575184522 37.45658480873425, 126.89519578428528 37.45455568795137, 126.89616541233094 37.44983024861048, 126.89157226377172 37.449944282396714, 126.88831381741582 37.45357939777933, 126.89074130059865 37.45966561796733, 126.8888580943904 37.461870122601724, 126.89174430221999 37.463055857979434, 126.88921100537026 37.46922209048405, 126.89597010298843 37.46941932153884, 126.89795508338685 37.475649435288865, 126.89825969686503 37.4757468558901))",1154561000,11545
금천구,11180,가산동,1118051,"POLYGON ((126.87683271502428 37.482576591607305, 126.8827497570056 37.48316340563878, 126.89250092222446 37.47645208176555, 126.89795508338685 37.475649435288865, 126.89597010298843 37.46941932153884, 126.88921100537026 37.46922209048405, 126.89174430221999 37.463055857979434, 126.8888580943904 37.461870122601724, 126.87874781843654 37.47475533620029, 126.87683271502428 37.482576591607305))",1154551000,11545
구로구,11170,개봉1동,1117072,"POLYGON ((126.84758421076914 37.50465623338784, 126.85509346787413 37.49677390632454, 126.85813664620464 37.49945310272366, 126.85964089403875 37.49464868215615, 126.865188851797 37.49400704823152, 126.86627895796323 37.49120137793702, 126.8528533439373 37.49292365637293, 126.84614198129952 37.49691499254642, 126.84045080118607 37.497338425236606, 126.8421330711049 37.50273297478404, 126.84758421076914 37.50465623338784))",1153074000,11530
구로구,11170,구로2동,1117071,"POLYGON ((126.87556919864359 37.505720626918, 126.88332369335458 37.50118999471856, 126.89091066041216 37.49248179702087, 126.88987462636834 37.48814734711802, 126.88616257600926 37.48771092651104, 126.88820216446295 37.48204582221334, 126.88224417295716 37.484538764380076, 126.88204161704058 37.49785461236459, 126.87011807132725 37.49425767808731, 126.87335085283947 37.5028231455955, 126.87556919864359 37.505720626918))",1153053000,11530
구로구,11170,가리봉동,1117070,"POLYGON ((126.88224417295716 37.484538764380076, 126.88820216446295 37.48204582221334, 126.88841661067802 37.48219105172914, 126.89364846370364 37.48088630509854, 126.89825969686503 37.4757468558901, 126.89795508338685 37.475649435288865, 126.89250092222446 37.47645208176555, 126.8827497570056 37.48316340563878, 126.88224417295716 37.484538764380076))",1153059500,11530
구로구,11170,수궁동,1117069,"POLYGON ((126.82688081517314 37.50548972232896, 126.8312211095328 37.50541191299514, 126.8385046623421 37.49965438083505, 126.83850084850799 37.49784710329234, 126.83635695532831 37.495037167534534, 126.84016587991022 37.4903584307969, 126.82902179007415 37.490402535742646, 126.82525760713602 37.48574414595206, 126.81649745505314 37.490455810141476, 126.81480709048222 37.493362284349615, 126.8208295567048 37.49594689979241, 126.82688081517314 37.50548972232896))",1153079000,11530
구로구,11170,오류2동,1117068,"POLYGON ((126.8507075760755 37.492409254364155, 126.85022989832544 37.487654755354704, 126.84674307030883 37.48372082251853, 126.8503573371033 37.479551458733745, 126.84804505350411 37.478160467930344, 126.84762676054953 37.47146723936323, 126.84154264465728 37.4728980419, 126.82419365698964 37.472951080902234, 126.82179895415682 37.47518076838956, 126.82208805042494 37.48299688518288, 126.82525760713602 37.48574414595206, 126.82902179007415 37.490402535742646, 126.84016587991022 37.4903584307969, 126.8507075760755 37.492409254364155))",1153078000,11530
구로구,11170,오류1동,1117067,"POLYGON ((126.84045080118607 37.497338425236606, 126.84614198129952 37.49691499254642, 126.8528533439373 37.49292365637293, 126.8507075760755 37.492409254364155, 126.84016587991022 37.4903584307969, 126.83635695532831 37.495037167534534, 126.83850084850799 37.49784710329234, 126.84045080118607 37.497338425236606))",1153077000,11530
